PrimaryDI,publicDeviceRecordKey,publicVersionStatus,deviceRecordStatus,publicVersionNumber,publicVersionDate,devicePublishDate,deviceCommDistributionEndDate,deviceCommDistributionStatus,brandName,versionModelNumber,catalogNumber,dunsNumber,companyName,deviceCount,deviceDescription,DMExempt,premarketExempt,deviceHCTP,deviceKit,deviceCombinationProduct,singleUse,lotBatch,serialNumber,manufacturingDate,expirationDate,donationIdNumber,labeledContainsNRL,labeledNoNRL,MRISafetyStatus,rx,otc,deviceSterile,sterilizationPriorToUse
842271105615,6d81dc76-9d40-4be9-aae6-314a579a9ffe,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-10-NT-A200-SD,Z-32012,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105608,426a07a3-07f5-45c9-8158-2352b5da17d4,Update,Published,2,2018-07-24,2018-03-26,2018-04-10,Not in Commercial Distribution,NexxZr™ T / Z-95-35-NT-A100-SD,Z-32011,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105592,34ff6b9a-db7d-4c0c-a0ee-9115e236d2f4,Update,Published,2,2018-07-24,2018-03-26,2018-04-10,Not in Commercial Distribution,NexxZr™ T / Z-95-30-NT-A100-SD,Z-32010,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105585,2f7b449f-0890-46f8-8ad0-ae351c099f2e,Update,Published,2,2018-07-24,2018-03-26,2018-04-16,Not in Commercial Distribution,NexxZr™ T / Z-95-26-NT-A100-SD,Z-32009,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105578,84d716e2-ab7d-4c09-82ae-647e5f5f086f,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-25-NT-A100-SD,Z-32008,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105561,42040557-bd39-4191-afd3-752f8ed7775a,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-22-NT-A100-SD,Z-32007,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105554,119024c9-057c-4e7e-b496-3648c9ff22ba,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-20-NT-A100-SD,Z-32006,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105547,d10ead77-d938-41a3-95f9-85eb7df78561,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-16-NT-A100-SD,Z-32004,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105530,a02168af-143b-405d-ae86-e20d5b186ceb,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-14-NT-A100-SD,Z-32003,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105523,c8dae421-630d-451a-9ee9-53b8fe935a20,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-12-NT-A100-SD,Z-32002,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105516,d0904634-ef65-491f-9a2d-a0e8b469de8b,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-10-NT-A100-SD,Z-32001,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105509,2dbb5212-f7c0-4424-a677-9000f01df516,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-35-NT-WT00-SD,Z-31011,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105493,154c8020-bf15-4f47-b5e6-23f60eb77bf8,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-30-NT-WT00-SD,Z-31010,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105486,d1bd05cb-9c4e-4415-a54c-408187ea67e2,Update,Published,2,2018-07-24,2018-03-26,2018-04-06,Not in Commercial Distribution,NexxZr™ T / Z-95-26-NT-WT,Z-31009,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105479,3fd5f9df-b5c0-4b5b-96ae-934f59f0e47f,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-25-NT-WT00-SD,Z-31008,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105462,72c3ee20-3e84-4f43-99e3-4286a0f65998,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-22-NT-WT00-SD,Z-31007,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105455,43392d89-8294-427a-aa5f-aa946b223c50,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-20-NT-WT00-SD,Z-31006,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105448,1f4aeaea-1448-48ab-b455-ce8e6573442e,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-18-NT-WT00-SD,Z-31005,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105431,7b89edbd-27ea-4339-abff-ca241f729f39,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-16-NT-WT00-SD,Z-31004,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105424,10d8b6dc-0190-4c1d-a3ac-c90890c27aab,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-14-NT-WT00-SD,Z-31003,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105417,c6b6f018-7139-4a92-a34b-691735ebad1b,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-12-NT-WT00-SD,Z-31002,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105400,c043885d-a07a-47d4-ae0c-511488f68224,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / Z-95-10-NT-WT00-SD,Z-31001,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105394,ef356b25-1ab0-453d-a630-e3ed1ffe991d,Update,Published,2,2018-07-24,2018-03-26,2018-04-16,Not in Commercial Distribution,NexxZr™ T / W-98-35-NT-OM30-SD,W-32209,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105387,50fd2dfc-f90c-414e-bc6a-f0a17ec85f7f,Update,Published,2,2018-07-24,2018-03-26,2018-04-16,Not in Commercial Distribution,NexxZr™ T / W-98-30-NT-OM30-SD,W-32208,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105370,c4c9aa03-e5a1-4f38-bff1-6058e0380a99,Update,Published,2,2018-07-24,2018-03-26,2018-04-16,Not in Commercial Distribution,NexxZr™ T / W-98-26-NT-OM30-SD,W-32207,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105363,f7094fc4-7b42-4de3-b30c-1190acd64b95,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-25-NT-OM30-SD,W-32206,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105356,8b2a250e-5041-496e-9d0a-af16983b2bea,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-22-NT-OM30-SD,W-32205,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105349,aa9dc6cf-3300-468e-8148-56a4938714b7,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-20-NT-OM30-SD,W-32204,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105332,59af6dc6-4364-4d5b-96f4-478a08f03770,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-18-NT-OM30-SD,W-32203,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105325,5706be61-74ad-4eb4-aa06-5a301d0ad458,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-16-NT-OM30-SD,W-32202,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105318,8250d550-9676-4edc-80d5-6077d9470f7d,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-14-NT-OM30-SD,W-32201,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105301,83859539-cee2-4465-82ee-74cd94a5372b,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-12-NT-OM30-SD,W-32200,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105295,daed910c-d943-4cd2-b66f-88cd2026482f,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-10-NT-OM30-SD,W-32199,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105288,3161f7dd-3911-46da-8f2e-d6342c8e79d4,Update,Published,2,2018-07-24,2018-03-26,2018-04-16,Not in Commercial Distribution,NexxZr™ T / W-98-35-NT-OM20-SD,W-32198,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105271,aee0f3d2-a9b5-46f2-be2f-f77c3898f289,Update,Published,2,2018-07-24,2018-03-26,2018-04-16,Not in Commercial Distribution,NexxZr™ T / W-98-30-NT-OM20-SD,W-32197,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105264,3f6ff985-9fef-444c-b6ee-b082b5daf8fc,Update,Published,2,2018-07-24,2018-03-26,2018-04-16,Not in Commercial Distribution,NexxZr™ T / W-98-26-NT-OM20-SD,W-32196,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,True,True,,True,,,,,Labeling does not contain MRI Safety Information,,,,
842271105257,db253f5d-29a7-4683-8de9-7b0f916d59e7,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-25-NT-OM20-SD,W-32195,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105240,2c01b967-ed02-4b00-90a3-6572b0043beb,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-22-NT-OM20-SD,W-32194,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105233,c9fcca68-a1b7-4fa6-a7cf-0c87d77eb311,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-20-NT-OM20-SD,W-32193,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105226,3d6f295b-56e2-4534-bd74-fcfe81d31741,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-18-NT-OM20-SD,W-32192,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105219,7d8495ba-fc27-4fb6-80e9-59b9ad4fa9a3,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-16-NT-OM20-SD,W-32191,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105202,6f1cc53c-faf5-4803-94bc-c8b09d441af2,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-14-NT-OM20-SD,W-32190,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
842271105196,a7eeffe0-5ef8-40f0-b125-597abe68b4e0,Update,Published,2,2018-07-24,2018-03-26,,In Commercial Distribution,NexxZr™ T / W-98-12-NT-OM20-SD,W-32189,,2265727,"SAGEMAX BIOCERAMICS, INC",1,https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&https://gudid.fda.gov/gudid/app/admin/udi/recordDetails.xhtml?pageType=manageDI&pageDataLoaded=false&pageMode=read+only&deviceRecordKey=678281#deviceRecordKey=677511#,,,,,,,True,,True,,,,,Labeling does not contain MRI Safety Information,True,,,
